<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MGNT;D;20200228;000000;3236.0000000;3269.0000000;3054.0000000;3160.5000000;1459642
MGNT;D;20200302;000000;3213.5000000;3271.5000000;3066.0000000;3201.0000000;749046
MGNT;D;20200303;000000;3266.0000000;3288.0000000;3131.0000000;3150.0000000;807292
MGNT;D;20200304;000000;3123.0000000;3182.0000000;3102.0000000;3130.0000000;532562
MGNT;D;20200305;000000;3161.0000000;3169.0000000;3081.0000000;3121.0000000;521348
MGNT;D;20200306;000000;3072.5000000;3093.5000000;2950.0000000;2984.0000000;862991
MGNT;D;20200310;000000;2688.0000000;2820.0000000;2507.0000000;2669.5000000;2125922
MGNT;D;20200311;000000;2689.0000000;2777.0000000;2630.0000000;2705.0000000;1264374
MGNT;D;20200312;000000;2625.0000000;2625.0000000;2313.0000000;2337.0000000;1842348
MGNT;D;20200313;000000;2327.0000000;2545.0000000;2289.0000000;2501.0000000;2036854
MGNT;D;20200316;000000;2501.0000000;2650.0000000;2378.0000000;2636.0000000;1400055
MGNT;D;20200317;000000;2589.5000000;2782.0000000;2583.5000000;2765.5000000;1387212
MGNT;D;20200318;000000;2726.0000000;2890.0000000;2713.0000000;2780.0000000;1841047
MGNT;D;20200319;000000;2779.5000000;2969.0000000;2771.0000000;2950.0000000;1233763
MGNT;D;20200320;000000;2989.0000000;3075.0000000;2980.0000000;3002.5000000;1329099
MGNT;D;20200323;000000;2949.0000000;3050.0000000;2830.0000000;2986.0000000;1068377
MGNT;D;20200324;000000;3040.0000000;3095.0000000;3009.5000000;3020.0000000;733127
MGNT;D;20200325;000000;3050.5000000;3134.0000000;2950.0000000;3070.0000000;1017518
MGNT;D;20200326;000000;3069.5000000;3251.0000000;3003.0000000;3249.5000000;776449
MGNT;D;20200327;000000;3254.0000000;3272.0000000;3063.5000000;3140.0000000;640870
MGNT;D;20200330;000000;3100.5000000;3159.0000000;3045.0000000;3128.5000000;386716
MGNT;D;20200331;000000;3149.0000000;3241.5000000;3065.0000000;3202.5000000;468120
MGNT;D;20200401;000000;3158.0000000;3189.5000000;3116.5000000;3140.0000000;401981
MGNT;D;20200402;000000;3171.5000000;3200.0000000;3115.0000000;3190.0000000;603133
MGNT;D;20200403;000000;3178.0000000;3275.0000000;3158.0000000;3189.0000000;631941
MGNT;D;20200406;000000;3207.0000000;3262.0000000;3191.0000000;3262.0000000;428077
MGNT;D;20200407;000000;3284.5000000;3354.0000000;3254.0000000;3255.0000000;634958
MGNT;D;20200408;000000;3231.5000000;3377.0000000;3204.0000000;3372.5000000;638994
MGNT;D;20200409;000000;3387.0000000;3418.5000000;3287.5000000;3318.0000000;664627
MGNT;D;20200410;000000;3318.0000000;3326.5000000;3275.5000000;3321.5000000;198605
MGNT;D;20200413;000000;3315.5000000;3383.5000000;3260.0000000;3286.0000000;303435
MGNT;D;20200414;000000;3318.0000000;3385.0000000;3308.0000000;3362.0000000;477174
MGNT;D;20200415;000000;3365.0000000;3365.5000000;3215.0000000;3244.5000000;489492
MGNT;D;20200416;000000;3249.0000000;3290.0000000;3180.0000000;3196.5000000;423817
MGNT;D;20200417;000000;3253.0000000;3263.5000000;3200.0000000;3236.0000000;290157
MGNT;D;20200420;000000;3232.0000000;3254.0000000;3159.5000000;3165.0000000;272556
MGNT;D;20200421;000000;3129.0000000;3155.0000000;3032.0000000;3142.5000000;448016
MGNT;D;20200422;000000;3140.0000000;3263.0000000;3120.0000000;3205.0000000;412431
MGNT;D;20200423;000000;3236.0000000;3320.5000000;3187.5000000;3287.0000000;370461
MGNT;D;20200424;000000;3298.5000000;3298.5000000;3215.5000000;3215.5000000;314692
MGNT;D;20200427;000000;3233.0000000;3356.0000000;3229.0000000;3356.0000000;512104
MGNT;D;20200428;000000;3348.5000000;3502.5000000;3336.0000000;3380.0000000;760416
MGNT;D;20200429;000000;3399.5000000;3506.5000000;3392.0000000;3467.0000000;546429
MGNT;D;20200430;000000;3479.0000000;3705.0000000;3468.0000000;3690.0000000;1484139
MGNT;D;20200504;000000;3677.5000000;3858.0000000;3612.0000000;3760.0000000;1340370
MGNT;D;20200505;000000;3782.5000000;3824.5000000;3664.5000000;3702.0000000;661431
MGNT;D;20200506;000000;3708.5000000;3740.0000000;3661.0000000;3690.0000000;675492
MGNT;D;20200507;000000;3691.5000000;3731.0000000;3673.0000000;3694.0000000;483755
MGNT;D;20200508;000000;3699.5000000;3710.0000000;3640.5000000;3663.0000000;291016
MGNT;D;20200512;000000;3663.0000000;3667.5000000;3573.0000000;3575.5000000;535623
MGNT;D;20200513;000000;3569.5000000;3647.5000000;3518.0000000;3631.0000000;546151
MGNT;D;20200514;000000;3610.0000000;3634.5000000;3507.0000000;3508.0000000;621758
MGNT;D;20200515;000000;3531.0000000;3578.0000000;3520.5000000;3544.5000000;308703
MGNT;D;20200518;000000;3570.0000000;3634.0000000;3551.5000000;3619.5000000;522604
MGNT;D;20200519;000000;3640.0000000;3677.0000000;3583.0000000;3657.0000000;352357
MGNT;D;20200520;000000;3658.0000000;3686.0000000;3633.0000000;3640.0000000;400697
MGNT;D;20200521;000000;3643.0000000;3657.5000000;3592.5000000;3600.0000000;345079
MGNT;D;20200522;000000;3589.0000000;3621.0000000;3566.0000000;3616.0000000;208008
MGNT;D;20200525;000000;3622.0000000;3647.0000000;3614.5000000;3635.0000000;119457
MGNT;D;20200526;000000;3649.0000000;3657.0000000;3581.5000000;3615.5000000;365782
MGNT;D;20200527;000000;3615.5000000;3779.0000000;3608.5000000;3744.5000000;856327
MGNT;D;20200528;000000;3763.5000000;3833.0000000;3735.0000000;3827.0000000;502375
MGNT;D;20200529;000000;3818.0000000;3833.0000000;3728.0000000;3740.0000000;518322
MGNT;D;20200601;000000;3754.0000000;3873.0000000;3753.0000000;3832.0000000;428320
MGNT;D;20200602;000000;3852.0000000;3908.0000000;3823.5000000;3899.5000000;590579
MGNT;D;20200603;000000;3915.0000000;3934.5000000;3812.0000000;3869.0000000;529011
MGNT;D;20200604;000000;3869.0000000;3887.0000000;3789.5000000;3836.0000000;632588
MGNT;D;20200605;000000;3840.5000000;3867.0000000;3815.0000000;3846.0000000;300224
MGNT;D;20200608;000000;3863.0000000;3989.0000000;3855.0000000;3950.0000000;622249
MGNT;D;20200609;000000;3969.0000000;3997.0000000;3916.5000000;3929.0000000;367852
MGNT;D;20200610;000000;3933.0000000;4050.0000000;3911.0000000;3995.0000000;805517
MGNT;D;20200611;000000;3955.0000000;4104.0000000;3930.0000000;4004.0000000;786098
MGNT;D;20200615;000000;3984.5000000;4060.0000000;3924.5000000;3985.5000000;606762
MGNT;D;20200616;000000;4010.0000000;4043.5000000;3945.0000000;3950.0000000;409007
MGNT;D;20200617;000000;3969.5000000;3990.0000000;3904.0000000;3945.0000000;542551
MGNT;D;20200618;000000;3805.0000000;3847.0000000;3791.0000000;3820.0000000;725669
MGNT;D;20200619;000000;3840.5000000;3980.0000000;3832.0000000;3980.0000000;867710
MGNT;D;20200622;000000;3960.0000000;4086.0000000;3907.0000000;4076.0000000;655479
MGNT;D;20200623;000000;4083.0000000;4204.5000000;4083.0000000;4115.0000000;715543
MGNT;D;20200625;000000;4098.5000000;4167.0000000;4066.0000000;4140.5000000;870462
MGNT;D;20200626;000000;4145.0000000;4224.0000000;4134.5000000;4180.5000000;558665
MGNT;D;20200629;000000;4182.5000000;4208.5000000;4114.0000000;4156.5000000;332486
MGNT;D;20200630;000000;4153.5000000;4174.5000000;4020.5000000;4035.0000000;439418
MGNT;D;20200702;000000;4054.0000000;4218.0000000;4047.0000000;4202.0000000;514032
MGNT;D;20200703;000000;4205.0000000;4234.5000000;4179.0000000;4222.0000000;287251
MGNT;D;20200706;000000;4236.0000000;4374.0000000;4236.0000000;4332.0000000;494536
MGNT;D;20200707;000000;4322.5000000;4334.0000000;4235.5000000;4242.0000000;599546
MGNT;D;20200708;000000;4240.0000000;4276.5000000;4184.0000000;4225.0000000;364001
MGNT;D;20200709;000000;4224.0000000;4385.0000000;4224.0000000;4337.0000000;674716
MGNT;D;20200710;000000;4320.0000000;4377.0000000;4272.5000000;4307.0000000;519649
MGNT;D;20200713;000000;4315.5000000;4357.5000000;4274.0000000;4291.0000000;327645
MGNT;D;20200714;000000;4305.5000000;4307.0000000;4125.0000000;4259.5000000;403736
MGNT;D;20200715;000000;4264.5000000;4333.0000000;4237.5000000;4298.0000000;278935
MGNT;D;20200716;000000;4285.0000000;4360.5000000;4218.0000000;4303.5000000;361755
MGNT;D;20200717;000000;4300.5000000;4328.5000000;4264.0000000;4302.0000000;176026
MGNT;D;20200720;000000;4299.0000000;4495.0000000;4276.5000000;4476.5000000;570102
MGNT;D;20200721;000000;4487.0000000;4662.5000000;4480.0000000;4648.0000000;717238
MGNT;D;20200722;000000;4647.0000000;4756.0000000;4610.5000000;4690.0000000;859724
MGNT;D;20200723;000000;4700.0000000;4756.0000000;4675.5000000;4720.0000000;648464
MGNT;D;20200724;000000;4717.0000000;4804.5000000;4692.5000000;4782.5000000;464885
MGNT;D;20200727;000000;4794.0000000;4854.5000000;4680.0000000;4752.0000000;554837
MGNT;D;20200728;000000;4755.0000000;4795.0000000;4713.5000000;4768.0000000;303507
MGNT;D;20200729;000000;4762.0000000;4788.0000000;4600.0000000;4698.0000000;815281
MGNT;D;20200730;000000;4707.0000000;4775.0000000;4622.0000000;4675.5000000;499186
MGNT;D;20200731;000000;4652.5000000;4686.5000000;4555.0000000;4586.0000000;545908
MGNT;D;20200803;000000;4586.0000000;4668.0000000;4574.0000000;4614.0000000;440772
MGNT;D;20200804;000000;4630.0000000;4665.0000000;4600.5000000;4658.5000000;276765
MGNT;D;20200805;000000;4666.0000000;4705.5000000;4591.5000000;4632.0000000;333049
MGNT;D;20200806;000000;4630.5000000;4635.0000000;4572.5000000;4606.5000000;321495
MGNT;D;20200807;000000;4603.0000000;4627.0000000;4534.0000000;4618.0000000;309905
MGNT;D;20200810;000000;4622.0000000;4675.0000000;4577.0000000;4613.5000000;263586
MGNT;D;20200811;000000;4613.0000000;4655.0000000;4563.5000000;4622.0000000;368984
MGNT;D;20200812;000000;4636.0000000;4646.0000000;4581.0000000;4619.5000000;343556
MGNT;D;20200813;000000;4619.5000000;4780.0000000;4593.5000000;4738.5000000;509353
MGNT;D;20200814;000000;4740.0000000;4784.0000000;4676.0000000;4763.5000000;561231
MGNT;D;20200817;000000;4764.0000000;4817.5000000;4647.5000000;4688.0000000;518607
MGNT;D;20200818;000000;4670.0000000;4739.0000000;4655.0000000;4690.5000000;321094
MGNT;D;20200819;000000;4695.0000000;4711.5000000;4661.5000000;4671.5000000;252837
MGNT;D;20200820;000000;4659.5000000;4659.5000000;4523.5000000;4561.5000000;533803
MGNT;D;20200821;000000;4558.5000000;4585.0000000;4438.0000000;4523.0000000;368723
MGNT;D;20200824;000000;4548.5000000;4613.0000000;4532.5000000;4608.0000000;335463
MGNT;D;20200825;000000;4615.5000000;4644.5000000;4576.0000000;4642.5000000;473599
MGNT;D;20200826;000000;4642.0000000;4676.0000000;4606.5000000;4666.0000000;302374
MGNT;D;20200827;000000;4666.0000000;4746.0000000;4652.5000000;4728.0000000;422233
MGNT;D;20200828;000000;4729.0000000;4730.0000000;4560.0000000;4581.5000000;481042
MGNT;D;20200831;000000;4590.0000000;4603.0000000;4420.5000000;4474.5000000;468217
MGNT;D;20200901;000000;4480.0000000;4540.0000000;4376.0000000;4497.5000000;556547
MGNT;D;20200902;000000;4500.0000000;4619.0000000;4444.5000000;4564.5000000;518184
MGNT;D;20200903;000000;4575.5000000;4597.5000000;4537.5000000;4565.0000000;274496
MGNT;D;20200904;000000;4559.5000000;4616.0000000;4528.0000000;4590.5000000;251453
MGNT;D;20200907;000000;4580.0000000;4604.5000000;4540.0000000;4558.5000000;150741
MGNT;D;20200908;000000;4562.0000000;4582.5000000;4448.5000000;4535.0000000;312059
MGNT;D;20200909;000000;4532.0000000;4532.0000000;4403.0000000;4456.0000000;279467
MGNT;D;20200910;000000;4463.0000000;4518.0000000;4420.0000000;4475.0000000;217757
MGNT;D;20200911;000000;4490.0000000;4685.0000000;4468.0000000;4663.5000000;322222
MGNT;D;20200914;000000;4685.0000000;4773.5000000;4632.0000000;4671.5000000;458729
MGNT;D;20200915;000000;4663.0000000;4758.0000000;4609.5000000;4724.5000000;382678
MGNT;D;20200916;000000;4735.5000000;4753.0000000;4637.0000000;4710.0000000;274442
MGNT;D;20200917;000000;4683.0000000;4889.5000000;4677.0000000;4863.0000000;787198
MGNT;D;20200918;000000;4867.0000000;4875.0000000;4788.0000000;4805.0000000;394972
MGNT;D;20200921;000000;4813.0000000;4813.0000000;4691.5000000;4772.5000000;468255
MGNT;D;20200922;000000;4762.0000000;4965.0000000;4717.0000000;4962.0000000;654074
MGNT;D;20200923;000000;4951.0000000;5138.5000000;4918.0000000;4989.5000000;762604
MGNT;D;20200924;000000;4980.5000000;5082.0000000;4966.0000000;5057.0000000;584374
MGNT;D;20200925;000000;5062.0000000;5129.5000000;4976.5000000;5025.0000000;484960
MGNT;D;20200928;000000;5040.0000000;5114.0000000;5023.0000000;5080.0000000;347077
MGNT;D;20200929;000000;5068.0000000;5086.5000000;4926.0000000;4965.5000000;492171
MGNT;D;20200930;000000;4954.0000000;4995.5000000;4874.5000000;4956.0000000;440560
MGNT;D;20201001;000000;4983.5000000;5022.0000000;4850.0000000;4896.0000000;419660
MGNT;D;20201002;000000;4860.0000000;4940.0000000;4853.5000000;4906.5000000;308123
MGNT;D;20201005;000000;4917.0000000;4949.5000000;4872.0000000;4895.0000000;323020
MGNT;D;20201006;000000;4901.0000000;4911.0000000;4858.0000000;4879.0000000;214699
MGNT;D;20201007;000000;4877.0000000;4897.0000000;4692.0000000;4766.5000000;603324
MGNT;D;20201008;000000;4770.0000000;4799.0000000;4695.0000000;4722.0000000;389157
MGNT;D;20201009;000000;4719.5000000;4719.5000000;4597.0000000;4690.5000000;330711
MGNT;D;20201012;000000;4699.0000000;4863.0000000;4676.0000000;4859.0000000;428179
MGNT;D;20201013;000000;4852.0000000;4934.5000000;4785.0000000;4837.0000000;448933
MGNT;D;20201014;000000;4839.0000000;4931.5000000;4818.5000000;4912.0000000;369365
MGNT;D;20201015;000000;4902.5000000;4912.0000000;4702.0000000;4741.0000000;357136
MGNT;D;20201016;000000;4738.5000000;4804.5000000;4687.0000000;4782.0000000;358808
MGNT;D;20201019;000000;4787.5000000;4950.0000000;4777.5000000;4914.5000000;441176
MGNT;D;20201020;000000;4929.0000000;5023.0000000;4867.5000000;4910.5000000;506574
MGNT;D;20201021;000000;4912.0000000;4934.0000000;4829.0000000;4863.0000000;267046
MGNT;D;20201022;000000;4849.0000000;4925.0000000;4831.0000000;4900.5000000;212813
MGNT;D;20201023;000000;4898.5000000;4908.0000000;4825.5000000;4855.5000000;176391
MGNT;D;20201026;000000;4829.0000000;4894.0000000;4760.0000000;4799.5000000;254788
MGNT;D;20201027;000000;4817.5000000;4862.0000000;4763.0000000;4784.0000000;263856
MGNT;D;20201028;000000;4775.0000000;4783.5000000;4636.0000000;4702.0000000;403906
MGNT;D;20201029;000000;4710.0000000;4742.0000000;4581.0000000;4659.0000000;603634
MGNT;D;20201030;000000;4636.0000000;4728.0000000;4542.0000000;4706.0000000;356991
MGNT;D;20201102;000000;4706.0000000;4844.0000000;4635.0000000;4829.0000000;291287
MGNT;D;20201103;000000;4833.0000000;4900.0000000;4728.0000000;4770.0000000;415512
MGNT;D;20201105;000000;4820.0000000;4860.5000000;4708.0000000;4741.5000000;344948
MGNT;D;20201106;000000;4749.0000000;4827.5000000;4694.5000000;4796.0000000;400139
MGNT;D;20201109;000000;4820.0000000;4930.0000000;4797.5000000;4893.5000000;487087
MGNT;D;20201110;000000;4885.0000000;4985.5000000;4880.0000000;4945.0000000;333565
MGNT;D;20201111;000000;4961.0000000;5003.5000000;4754.0000000;4780.0000000;523010
MGNT;D;20201112;000000;4777.0000000;4974.5000000;4771.0000000;4910.0000000;478098
MGNT;D;20201113;000000;4930.0000000;4946.5000000;4831.0000000;4932.0000000;251469
MGNT;D;20201116;000000;4947.0000000;5025.0000000;4906.5000000;4982.0000000;396031
MGNT;D;20201117;000000;4993.5000000;5000.0000000;4848.0000000;4891.5000000;319977
MGNT;D;20201118;000000;4891.5000000;5001.0000000;4850.0000000;4980.0000000;442458
MGNT;D;20201119;000000;4998.0000000;5096.5000000;4943.0000000;5012.5000000;632419
MGNT;D;20201120;000000;5001.0000000;5028.5000000;4900.0000000;4933.0000000;390445
MGNT;D;20201123;000000;4934.0000000;4989.0000000;4883.0000000;4945.0000000;366980
MGNT;D;20201124;000000;4960.0000000;4968.5000000;4876.5000000;4910.0000000;319868
MGNT;D;20201125;000000;4915.0000000;4935.0000000;4806.5000000;4891.5000000;555502
MGNT;D;20201126;000000;4897.0000000;4995.0000000;4874.5000000;4971.5000000;309192
MGNT;D;20201127;000000;4977.5000000;4997.0000000;4936.5000000;4985.5000000;272493
MGNT;D;20201130;000000;4969.5000000;5043.5000000;4947.0000000;4979.0000000;303833
MGNT;D;20201201;000000;4979.0000000;5057.0000000;4961.5000000;5019.5000000;290875
MGNT;D;20201202;000000;5004.0000000;5038.0000000;4968.5000000;4995.0000000;232363
MGNT;D;20201203;000000;4998.5000000;5054.0000000;4950.5000000;5008.0000000;485355
MGNT;D;20201204;000000;5013.5000000;5034.0000000;4975.0000000;4992.5000000;151598
MGNT;D;20201207;000000;4994.5000000;5050.0000000;4992.0000000;5008.0000000;202118
MGNT;D;20201208;000000;5022.5000000;5055.5000000;5000.0000000;5040.5000000;282800
MGNT;D;20201209;000000;5051.5000000;5426.0000000;5048.0000000;5384.0000000;1358687
MGNT;D;20201210;000000;5396.0000000;5496.0000000;5309.0000000;5384.5000000;908425
MGNT;D;20201211;000000;5359.0000000;5418.0000000;5321.5000000;5381.0000000;309310
MGNT;D;20201214;000000;5391.0000000;5549.0000000;5385.0000000;5512.0000000;574282
MGNT;D;20201215;000000;5524.0000000;5548.0000000;5445.0000000;5494.0000000;306982
MGNT;D;20201216;000000;5483.0000000;5537.5000000;5406.5000000;5432.0000000;324675
MGNT;D;20201217;000000;5441.5000000;5457.5000000;5368.0000000;5421.0000000;382297
MGNT;D;20201218;000000;5414.0000000;5498.5000000;5384.0000000;5449.0000000;332646
MGNT;D;20201221;000000;5441.0000000;5444.0000000;5284.0000000;5362.0000000;571561
MGNT;D;20201222;000000;5337.5000000;5394.5000000;5321.5000000;5346.0000000;283565
MGNT;D;20201223;000000;5340.0000000;5382.0000000;5287.5000000;5356.0000000;272274
MGNT;D;20201224;000000;5362.0000000;5468.5000000;5339.0000000;5424.5000000;260208
MGNT;D;20201225;000000;5421.5000000;5486.0000000;5420.0000000;5474.5000000;179783
MGNT;D;20201228;000000;5487.0000000;5607.5000000;5483.5000000;5599.0000000;368382
MGNT;D;20201229;000000;5613.0000000;5687.5000000;5587.5000000;5643.0000000;425425
MGNT;D;20201230;000000;5670.0000000;5714.0000000;5635.0000000;5685.5000000;424833
MGNT;D;20210104;000000;5700.0000000;5784.5000000;5700.0000000;5744.0000000;389580
MGNT;D;20210105;000000;5749.0000000;5770.0000000;5688.5000000;5762.5000000;523336
MGNT;D;20210106;000000;5558.0000000;5620.0000000;5500.0000000;5534.0000000;748238
MGNT;D;20210108;000000;5536.5000000;5590.0000000;5439.5000000;5478.0000000;685315
MGNT;D;20210111;000000;5462.0000000;5546.0000000;5410.0000000;5484.5000000;381305
MGNT;D;20210112;000000;5484.0000000;5541.0000000;5425.0000000;5450.5000000;384309
MGNT;D;20210113;000000;5451.5000000;5473.5000000;5351.0000000;5410.0000000;292518
MGNT;D;20210114;000000;5403.0000000;5423.0000000;5345.0000000;5375.5000000;284274
MGNT;D;20210115;000000;5370.0000000;5373.0000000;5150.0000000;5210.0000000;1082136
MGNT;D;20210118;000000;5209.5000000;5254.0000000;5143.5000000;5219.0000000;558907
MGNT;D;20210119;000000;5232.5000000;5254.0000000;5134.5000000;5183.5000000;443464
MGNT;D;20210120;000000;5188.5000000;5220.0000000;5125.0000000;5161.5000000;496304
MGNT;D;20210121;000000;5170.0000000;5192.5000000;5045.5000000;5060.0000000;553023
MGNT;D;20210122;000000;5054.0000000;5054.0000000;4918.0000000;4991.0000000;706032
MGNT;D;20210125;000000;4984.5000000;5175.0000000;4983.5000000;5168.5000000;751937
MGNT;D;20210126;000000;5147.0000000;5211.0000000;5125.5000000;5175.0000000;461057
MGNT;D;20210127;000000;5180.0000000;5187.0000000;5070.0000000;5087.5000000;406595
MGNT;D;20210128;000000;5049.5000000;5071.0000000;4981.0000000;5060.0000000;394757
MGNT;D;20210129;000000;5031.5000000;5045.0000000;4900.5000000;4924.0000000;551594
MGNT;D;20210201;000000;4941.5000000;5017.0000000;4865.0000000;4948.5000000;490220
MGNT;D;20210202;000000;4949.0000000;5096.5000000;4949.0000000;5014.5000000;716539
MGNT;D;20210203;000000;5013.5000000;5081.5000000;4987.5000000;5048.5000000;394810
MGNT;D;20210204;000000;5055.5000000;5160.0000000;5005.0000000;5062.5000000;731022
MGNT;D;20210205;000000;5082.0000000;5097.0000000;4953.0000000;4996.0000000;511451
MGNT;D;20210208;000000;5013.0000000;5117.0000000;5005.0000000;5107.5000000;554832
MGNT;D;20210209;000000;5112.0000000;5298.5000000;5110.0000000;5273.0000000;870072
MGNT;D;20210210;000000;5295.5000000;5312.0000000;5125.5000000;5197.0000000;542689
MGNT;D;20210211;000000;5177.0000000;5196.5000000;5090.0000000;5117.5000000;496228
MGNT;D;20210212;000000;5100.0000000;5174.0000000;5036.0000000;5169.0000000;493207
MGNT;D;20210215;000000;5187.0000000;5289.0000000;5186.5000000;5280.0000000;556501
MGNT;D;20210216;000000;5285.0000000;5336.0000000;5271.5000000;5297.5000000;473145
MGNT;D;20210217;000000;5300.5000000;5320.0000000;5211.0000000;5260.0000000;538090
MGNT;D;20210218;000000;5244.5000000;5269.0000000;5076.0000000;5155.5000000;762248
MGNT;D;20210219;000000;5160.0000000;5196.0000000;5110.5000000;5172.5000000;383471
MGNT;D;20210220;000000;5155.0000000;5169.0000000;5125.0000000;5149.5000000;33555
MGNT;D;20210222;000000;5161.5000000;5169.5000000;5055.0000000;5098.0000000;271104
MGNT;D;20210224;000000;5091.0000000;5092.5000000;4957.0000000;5008.0000000;546134
MGNT;D;20210225;000000;4998.0000000;5027.0000000;4889.5000000;4919.5000000;713489
MGNT;D;20210226;000000;4900.5000000;4974.5000000;4872.5000000;4929.0000000;458905
MGNT;D;20210301;000000;4957.0000000;4974.5000000;4916.5000000;4970.5000000;345421
MGNT;D;20210302;000000;4965.0000000;5080.0000000;4938.0000000;5068.5000000;393648
MGNT;D;20210303;000000;5080.0000000;5130.5000000;5016.0000000;5030.0000000;466695
MGNT;D;20210304;000000;5035.5000000;5059.0000000;4953.0000000;4965.5000000;315202
MGNT;D;20210305;000000;4983.0000000;5059.5000000;4906.5000000;5010.0000000;569971
MGNT;D;20210309;000000;5024.5000000;5044.5000000;4936.0000000;4980.5000000;515133
MGNT;D;20210310;000000;4975.0000000;5125.0000000;4966.5000000;5070.0000000;366323
MGNT;D;20210311;000000;5089.5000000;5104.0000000;5031.0000000;5096.5000000;254304
MGNT;D;20210312;000000;5100.0000000;5135.5000000;5074.5000000;5135.5000000;293522
MGNT;D;20210315;000000;5149.0000000;5217.5000000;5142.0000000;5217.5000000;394556
MGNT;D;20210316;000000;5207.0000000;5209.5000000;5132.5000000;5170.5000000;306942
MGNT;D;20210317;000000;5195.0000000;5309.0000000;5170.0000000;5274.5000000;583209
MGNT;D;20210318;000000;5283.5000000;5463.5000000;5275.0000000;5362.0000000;915441
MGNT;D;20210319;000000;5375.5000000;5494.0000000;5301.0000000;5428.5000000;828789
MGNT;D;20210322;000000;5435.0000000;5515.0000000;5374.0000000;5409.0000000;396221
MGNT;D;20210323;000000;5400.0000000;5446.5000000;5282.5000000;5300.5000000;446257
MGNT;D;20210324;000000;5318.0000000;5423.0000000;5308.0000000;5354.5000000;351371
MGNT;D;20210325;000000;5370.5000000;5397.0000000;5250.0000000;5294.5000000;254876
MGNT;D;20210326;000000;5301.0000000;5365.0000000;5289.5000000;5348.0000000;223178
MGNT;D;20210329;000000;5314.5000000;5354.0000000;5256.0000000;5300.0000000;374734
MGNT;D;20210330;000000;5332.0000000;5332.0000000;5281.0000000;5281.0000000;129101
MGNT;D;20210331;000000;5282.5000000;5384.0000000;5268.0000000;5344.5000000;281065
MGNT;D;20210401;000000;5357.0000000;5375.5000000;5270.0000000;5293.5000000;262969
MGNT;D;20210402;000000;5295.5000000;5318.5000000;5273.0000000;5301.5000000;89435
MGNT;D;20210405;000000;5290.5000000;5297.0000000;5202.0000000;5254.5000000;214581
MGNT;D;20210406;000000;5259.0000000;5273.5000000;5096.0000000;5110.5000000;441607
MGNT;D;20210407;000000;5114.0000000;5147.0000000;5040.0000000;5080.0000000;523524
MGNT;D;20210408;000000;5080.5000000;5149.0000000;5033.5000000;5099.0000000;333972
MGNT;D;20210409;000000;5107.0000000;5159.0000000;5060.0000000;5135.0000000;335742
MGNT;D;20210412;000000;5147.0000000;5214.5000000;5125.0000000;5180.0000000;210750
MGNT;D;20210413;000000;5181.0000000;5188.5000000;5086.5000000;5134.5000000;402712
MGNT;D;20210414;000000;5137.0000000;5146.0000000;5070.5000000;5095.0000000;319263
MGNT;D;20210415;000000;5073.5000000;5132.0000000;5046.0000000;5111.5000000;287983
MGNT;D;20210416;000000;5135.0000000;5141.5000000;5083.0000000;5111.5000000;242272
MGNT;D;20210419;000000;5117.0000000;5139.0000000;5081.0000000;5095.5000000;170630
MGNT;D;20210420;000000;5102.0000000;5116.5000000;5054.0000000;5086.0000000;274908
MGNT;D;20210421;000000;5077.5000000;5156.5000000;5071.0000000;5140.0000000;298355
MGNT;D;20210422;000000;5129.5000000;5200.0000000;5100.0000000;5153.5000000;512716
MGNT;D;20210423;000000;5153.5000000;5302.5000000;5130.0000000;5258.0000000;656956
MGNT;D;20210426;000000;5306.0000000;5349.0000000;5255.0000000;5277.0000000;368435
MGNT;D;20210427;000000;5283.5000000;5334.0000000;5215.0000000;5255.0000000;315832
MGNT;D;20210428;000000;5255.0000000;5273.5000000;5166.0000000;5226.0000000;218274
MGNT;D;20210429;000000;5231.0000000;5265.0000000;5083.0000000;5113.5000000;366747
MGNT;D;20210430;000000;5116.5000000;5137.0000000;5070.0000000;5119.0000000;293771
MGNT;D;20210504;000000;5135.0000000;5208.5000000;5131.5000000;5195.0000000;301887
MGNT;D;20210505;000000;5200.5000000;5254.5000000;5144.5000000;5211.0000000;401030
MGNT;D;20210506;000000;5215.0000000;5218.0000000;5135.0000000;5170.0000000;293274
MGNT;D;20210507;000000;5167.5000000;5170.0000000;5093.0000000;5129.5000000;272200
MGNT;D;20210510;000000;5127.5000000;5135.0000000;5065.0000000;5091.5000000;352679
MGNT;D;20210511;000000;5090.0000000;5171.5000000;5081.0000000;5156.0000000;350973
MGNT;D;20210512;000000;5145.0000000;5158.0000000;5065.5000000;5099.5000000;479750
MGNT;D;20210513;000000;5099.0000000;5154.0000000;5089.5000000;5122.0000000;319780
MGNT;D;20210514;000000;5122.5000000;5203.0000000;5122.5000000;5155.5000000;279172
MGNT;D;20210517;000000;5155.0000000;5200.0000000;5103.5000000;5149.5000000;232862
MGNT;D;20210518;000000;5164.5000000;5395.0000000;5153.0000000;5256.0000000;2440178
MGNT;D;20210519;000000;5260.5000000;5301.0000000;5151.0000000;5226.5000000;516892
MGNT;D;20210520;000000;5232.0000000;5241.5000000;5141.5000000;5161.0000000;335771
MGNT;D;20210521;000000;5163.0000000;5315.0000000;5163.0000000;5300.5000000;591373
